timestamp	symbol	price
1749429152	MSFT	925.64
1746319562	MSFT	132.65
1749540413	AAPL	571.36
1751009005	AAPL	210.7
1749179910	MSFT	296.4
1746645528	AAPL	998.61
1748142993	AAPL	387.67
1751068193	MSFT	16.62
1751316796	AAPL	9.29
1746502432	MSFT	179.54
1746967552	AAPL	27.19
1747518381	MSFT	279.47
1747414076	MSFT	452.9
1749864585	MSFT	96.38
1746771997	AAPL	227.25
1746216534	AAPL	478.34
1747916200	MSFT	676.62
1751219799	AAPL	919.82
1750933189	MSFT	995.99
1746556480	AAPL	635.17
1749872692	MSFT	270.11
1750364490	MSFT	382.91
1749619568	AAPL	784.87
1748470439	AAPL	844.69
1750036157	AAPL	662.4
1749748826	MSFT	368.37
1748363437	MSFT	885.49
1747769787	AAPL	715.36
1748603837	AAPL	845.98
1748936069	MSFT	178.58
1748601631	MSFT	545.22
1747824265	MSFT	309.47
1749676281	MSFT	274.97
1748939428	MSFT	849.35
1746590996	MSFT	605.16
1749977543	MSFT	273.29
1747978523	MSFT	272.20
1748020000	AAPL	35.3
1746595344	AAPL	919.21
1747774469	AAPL	560.5
1750241361	MSFT	647.69
1747589595	MSFT	815.67
1750787572	MSFT	471.100
1750542377	MSFT	27.9
1746468309	AAPL	9.63
1749440281	AAPL	750.96
1748204632	MSFT	444.45
1750379279	AAPL	583.56
1749209104	MSFT	339.72
1747779553	MSFT	360.28
1749714139	AAPL	390.5
1748010659	MSFT	101.77
1746413432	AAPL	811.53
1747070662	AAPL	780.16
1747354524	AAPL	713.10
1751399238	MSFT	864.8
1750216906	AAPL	287.3
1750783659	MSFT	961.39
1747016880	MSFT	498.8
1748986436	MSFT	826.53
1750896682	MSFT	264.94
1750007905	AAPL	591.53
1746550573	AAPL	176.34
1749361082	MSFT	863.41
1748861197	AAPL	305.77
1750541382	AAPL	192.100
1749444770	MSFT	895.96
1751204039	MSFT	867.61
1747104082	MSFT	743.67
1749583923	MSFT	918.35
1747292991	AAPL	491.30
1747509723	MSFT	357.28
1747526475	MSFT	257.36
1746188787	MSFT	862.31
1746569770	MSFT	655.5
1748373855	AAPL	915.39
1746901454	MSFT	47.16
1750331057	AAPL	462.9
1746545340	MSFT	338.6
1746777943	AAPL	307.97
1748719717	AAPL	206.10
1749212554	AAPL	812.32
1749758028	AAPL	263.48
1746791530	MSFT	716.77
1748243884	MSFT	204.86
1749316079	MSFT	145.47
1749275199	AAPL	303.98
1749884540	AAPL	94.71
1747232591	AAPL	555.3
1746254331	AAPL	778.30
1747221301	MSFT	608.96
1747012973	AAPL	390.15
1747629366	MSFT	397.57
1751374091	MSFT	868.15
1748877705	MSFT	354.5
1746475567	AAPL	820.57
1746442441	MSFT	561.52
1747815919	AAPL	838.5
1747701899	AAPL	988.48
1750677763	MSFT	69.20
