timestamp	symbol	price
1748433873	GOOGL	521.54
1749158373	AAPL	322.9
1749170690	GOOGL	905.17
1748059147	GOOGL	707.71
1746382277	AAPL	217.61
1750554443	AAPL	894.33
1750695088	AAPL	754.66
1747011680	GOOGL	978.90
1751028173	GOOGL	814.89
1748409685	MSFT	160.22
1748050178	AAPL	665.71
1749352670	GOOGL	831.31
1746814493	AAPL	406.23
1748519468	MSFT	606.43
1747689301	AAPL	918.95
1749717497	AAPL	669.84
1751282854	MSFT	672.8
1749012157	AAPL	881.81
1750176848	MSFT	995.50
1746516463	AAPL	221.49
1748042410	AAPL	776.92
1746880235	MSFT	338.25
1750399278	MSFT	426.57
1749749004	GOOGL	721.88
1748541075	GOOGL	825.43
1746711572	GOOGL	655.20
1746189178	AAPL	465.97
1746472581	MSFT	762.62
1747204642	MSFT	32.90
1749746805	AAPL	945.73
1750037480	MSFT	750.90
1746781144	AAPL	838.55
1750113866	GOOGL	626.27
1750302812	GOOGL	830.69
1746516275	AAPL	513.3
1748789421	GOOGL	454.24
1746712500	AAPL	346.95
1749443390	GOOGL	443.28
1749601628	MSFT	860.10
1746776253	AAPL	677.24
1746401024	AAPL	479.5
1750251649	MSFT	430.23
1747025493	GOOGL	337.92
1751044099	MSFT	52.92
1747072845	GOOGL	717.96
1747527285	AAPL	142.4
1751376852	MSFT	809.63
1747866512	MSFT	779.54
1749015862	AAPL	364.91
1751359779	AAPL	744.81
1750574560	AAPL	536.24
1747989821	GOOGL	644.3
1749558846	MSFT	884.32
1748357609	GOOGL	305.75
1749194974	GOOGL	484.93
1749622954	MSFT	831.42
1750624186	GOOGL	942.72
1747784356	GOOGL	862.62
1747809474	MSFT	12.26
1749361150	MSFT	706.51
1747797501	GOOGL	282.1
1748459991	MSFT	647.87
1750954596	AAPL	583.76
1749085923	AAPL	344.53
1749194610	MSFT	860.55
1747629115	GOOGL	924.65
1749970203	MSFT	304.54
1747125386	AAPL	441.16
1749119999	GOOGL	173.73
1751230562	MSFT	642.95
1748227593	GOOGL	769.1
1749086056	MSFT	828.21
1746408846	MSFT	593.24
1749502645	GOOGL	698.24
1748743480	AAPL	775.83
1746249914	AAPL	382.33
1749329367	GOOGL	686.71
1747738037	AAPL	957.49
1749163749	GOOGL	340.49
1751260926	AAPL	380.14
1750588310	MSFT	751.39
1748517014	GOOGL	105.11
1746302736	AAPL	390.24
1747871143	MSFT	303.39
1746322767	AAPL	853.77
1749795860	AAPL	378.63
1750299338	GOOGL	834.53
1748777622	GOOGL	19.37
1749875741	AAPL	53.79
1751237512	GOOGL	682.98
1750385413	GOOGL	953.62
1748010734	AAPL	155.98
1747153892	GOOGL	581.82
1749315502	AAPL	367.93
1751138630	GOOGL	315.18
1749766081	AAPL	548.83
1746383079	AAPL	493.73
1750797032	AAPL	140.98
1750807894	GOOGL	362.16
1747965864	AAPL	714.21
