timestamp	symbol	price
1748733677	AAPL	630.46
1750391235	AAPL	363.58
1749568631	AAPL	234.50
1749449442	AAPL	171.63
1746409688	AAPL	983.95
1746685385	MSFT	523.43
1748408022	AAPL	499.31
1749465939	AAPL	438.43
1748731712	MSFT	717.7
1748053184	MSFT	718.16
1748657556	MSFT	842.24
1750466720	AAPL	84.64
1749950869	AAPL	752.51
1747928209	MSFT	638.38
1751411311	AAPL	347.54
1749615034	MSFT	974.32
1749164589	AAPL	435.83
1750216639	AAPL	174.25
1747776482	MSFT	150.67
1750282481	MSFT	402.49
1751217878	MSFT	870.25
1749664858	MSFT	367.57
1750285884	AAPL	13.73
1750608449	MSFT	814.82
1746564550	AAPL	378.11
1747021301	MSFT	685.55
1748288036	AAPL	744.20
1750530275	AAPL	430.36
1750103814	AAPL	659.7
1746611224	MSFT	676.37
1749215976	MSFT	170.32
1746726147	MSFT	115.72
1748151915	MSFT	730.75
1748249054	AAPL	155.69
1748882138	AAPL	344.76
1749076858	MSFT	202.37
1746573338	MSFT	473.89
1749825157	MSFT	478.65
1747712674	AAPL	315.87
1746620670	MSFT	317.99
1748439459	AAPL	357.91
1746482312	AAPL	316.19
1750804010	MSFT	1000.75
1747348500	MSFT	908.86
1747027264	MSFT	673.17
1748048047	MSFT	851.17
1749976684	AAPL	878.79
1747329702	MSFT	380.54
1747537490	MSFT	525.8
1747018279	MSFT	419.65
1750833704	AAPL	315.91
1749689947	MSFT	561.61
1750005723	AAPL	392.39
1749971121	MSFT	882.39
1749856826	MSFT	39.2
1751229403	AAPL	899.97
1750851862	MSFT	811.44
1747400843	AAPL	928.38
1748213326	AAPL	316.64
1750915296	MSFT	370.37
1747862508	AAPL	788.71
1747103378	MSFT	923.47
1750416269	MSFT	656.32
1750322622	AAPL	124.87
1751131668	AAPL	891.40
1749452603	MSFT	436.13
1747596430	AAPL	878.21
1749972522	AAPL	725.78
1748682999	AAPL	537.63
1746878221	AAPL	536.40
1749984717	MSFT	336.72
1750548945	MSFT	881.99
1748631578	MSFT	749.70
1748264259	MSFT	477.29
1747436150	AAPL	47.72
1748448346	AAPL	205.36
1749332197	AAPL	83.76
1748686335	AAPL	203.54
1749838020	AAPL	407.22
1748343890	AAPL	502.88
1750332176	AAPL	445.80
1749966230	AAPL	949.7
1747920908	MSFT	89.35
1749508638	AAPL	848.21
1749158670	AAPL	619.91
1749460878	MSFT	938.47
1749850874	AAPL	708.82
1746868716	MSFT	927.40
1750546992	AAPL	547.67
1747005140	MSFT	170.49
1750981136	MSFT	773.100
1746631113	MSFT	221.67
1748593523	MSFT	909.18
1748290398	MSFT	507.59
1747951321	MSFT	140.74
1746436576	AAPL	257.86
1748976710	AAPL	357.75
1747665576	AAPL	702.11
1750993784	MSFT	743.30
1748480862	MSFT	493.74
